I260425 15:27:17.745382 826 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 15:27:17
I260425 15:27:34.238287 2790 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r39/3:/Table/3{5-6}] 47  applied snapshot 097b4817 from (n2,s2):2 at applied index 25 as write (total=26ms data=806 B excise=true ingestion=5@26ms)
I260425 15:27:34.454337 2779 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r55/2:/Table/5{2-3}] 48  applied snapshot 51a10a16 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@16ms)
I260425 15:27:34.982249 2801 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r59/2:/Table/5{6-7}] 49  applied snapshot 91846f40 from (n1,s1):1 at applied index 16 as write (total=28ms data=656 B excise=true ingestion=5@28ms)
I260425 15:27:35.545389 2871 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r62/2:/Table/{59-60}] 50  applied snapshot 50b245a5 from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@18ms)
I260425 15:27:36.190683 2979 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r68/2:/Table/6{5-6}] 51  applied snapshot f520bc93 from (n1,s1):1 at applied index 15 as write (total=30ms data=656 B excise=true ingestion=5@29ms)
I260425 15:27:37.034377 989 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r26/2:/Table/2{2-3},raft] 52  rejected lease request repl=(n3,s3):2 seq=2 start=1777130856.865188105,0 type=LeaseExpiration exp=1777130862.888587101,0 pro=1777130856.888587101,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130856.865188105,0 type=LeaseExpiration exp=1777130862.888587101,0 pro=1777130856.888587101,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130856.865188105,0 type=LeaseExpiration exp=1777130862.888587101,0 pro=1777130856.888587101,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130856.865188105,0 type=LeaseExpiration exp=1777130862.888587101,0 pro=1777130856.888587101,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:37.219274 2840 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r66/2:/Table/6{3-4}] 53  applied snapshot c7a2f714 from (n1,s1):1 at applied index 15 as write (total=45ms data=678 B excise=true ingestion=5@44ms)
I260425 15:27:37.584655 2938 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r64/2:/Table/6{1-2}] 54  applied snapshot b2b3f6e6 from (n1,s1):1 at applied index 15 as write (total=31ms data=656 B excise=true ingestion=5@30ms)
I260425 15:27:37.950715 3052 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r72/2:/Table/{69-70}] 55  applied snapshot 256cd161 from (n1,s1):1 at applied index 23 as write (total=36ms data=852 B excise=true ingestion=5@36ms)
I260425 15:27:38.324502 2928 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r57/3:/Table/5{4-5}] 56  applied snapshot 436c6dbb from (n2,s2):2 at applied index 86 as write (total=34ms data=3.9 KiB excise=true ingestion=5@34ms)
I260425 15:27:38.606382 2527 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r70/2:/Table/6{7-8}] 57  applied snapshot 01dfeffc from (n1,s1):1 at applied index 16 as write (total=18ms data=656 B excise=true ingestion=5@18ms)
I260425 15:27:38.912447 3186 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r73/2:/Table/7{0-1}] 58  applied snapshot 6934a804 from (n1,s1):1 at applied index 21 as write (total=22ms data=656 B excise=true ingestion=5@21ms)
I260425 15:27:39.895701 3128 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r80/2:/Table/7{7-8}] 59  applied snapshot 7ed62ccc from (n1,s1):1 at applied index 15 as write (total=37ms data=656 B excise=true ingestion=5@37ms)
I260425 15:27:40.297469 3144 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r32/3:/Table/2{8-9}] 60  applied snapshot 5c41cd3f from (n2,s2):2 at applied index 25 as write (total=17ms data=806 B excise=true ingestion=5@17ms)
I260425 15:27:40.863670 3249 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r83/2:/Table/{80-106}] 61  applied snapshot a78bad96 from (n1,s1):1 at applied index 19 as write (total=21ms data=725 B excise=true ingestion=5@21ms)
I260425 15:27:41.005271 1095 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r31/2:/Table/2{7-8},raft] 62  rejected lease request repl=(n3,s3):2 seq=2 start=1777130860.867032874,0 type=LeaseExpiration exp=1777130866.899318292,0 pro=1777130860.899318292,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130860.867032874,0 type=LeaseExpiration exp=1777130866.899318292,0 pro=1777130860.899318292,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130860.867032874,0 type=LeaseExpiration exp=1777130866.899318292,0 pro=1777130860.899318292,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130860.867032874,0 type=LeaseExpiration exp=1777130866.899318292,0 pro=1777130860.899318292,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:41.499090 3132 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r77/2:/Table/7{4-5}] 63  applied snapshot ce06621c from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:41.830402 3312 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r81/2:/Table/7{8-9}] 64  applied snapshot 90efcca6 from (n1,s1):1 at applied index 15 as write (total=19ms data=656 B excise=true ingestion=5@19ms)
I260425 15:27:42.760205 3395 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r76/2:/Table/7{3-4}] 65  applied snapshot f613ffd8 from (n1,s1):1 at applied index 16 as write (total=33ms data=656 B excise=true ingestion=5@32ms)
I260425 15:27:43.293668 3458 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r44/3:/Table/4{0-1}] 66  applied snapshot c883bc57 from (n2,s2):2 at applied index 27 as write (total=19ms data=864 B excise=true ingestion=5@18ms)
I260425 15:27:44.098184 3467 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r13/3:/Table/{8-9}] 67  applied snapshot e8da305f from (n1,s1):1 at applied index 21 as write (total=17ms data=840 B excise=true ingestion=5@16ms)
I260425 15:27:44.395495 3482 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r3/3:/System/NodeLiveness{-Max}] 68  applied snapshot ac6a3c17 from (n1,s1):1 at applied index 58 as write (total=19ms data=2.1 KiB excise=true ingestion=5@18ms)
I260425 15:27:45.032589 941 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r24/2:/Table/2{0-1},raft] 69  rejected lease request repl=(n3,s3):2 seq=2 start=1777130864.868484638,0 type=LeaseExpiration exp=1777130870.900191466,0 pro=1777130864.900191466,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130864.868484638,0 type=LeaseExpiration exp=1777130870.900191466,0 pro=1777130864.900191466,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130864.868484638,0 type=LeaseExpiration exp=1777130870.900191466,0 pro=1777130864.900191466,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130864.868484638,0 type=LeaseExpiration exp=1777130870.900191466,0 pro=1777130864.900191466,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:45.102688 3429 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r23/3:/Table/{19-20}] 70  applied snapshot eac91a60 from (n1,s1):1 at applied index 21 as write (total=29ms data=764 B excise=true ingestion=5@29ms)
I260425 15:27:45.770060 3581 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r8/3:/Table/{3-4}] 71  applied snapshot 1cc70b24 from (n1,s1):1 at applied index 35 as write (total=19ms data=90 KiB excise=true ingestion=5@18ms)
I260425 15:27:46.026333 1021 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r35/2:/{NamespaceTab…-Table/32},raft] 72  rejected lease request repl=(n3,s3):2 seq=2 start=1777130865.868795606,0 type=LeaseExpiration exp=1777130871.892572302,0 pro=1777130865.892572302,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130865.868795606,0 type=LeaseExpiration exp=1777130871.892572302,0 pro=1777130865.892572302,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130865.868795606,0 type=LeaseExpiration exp=1777130871.892572302,0 pro=1777130865.892572302,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130865.868795606,0 type=LeaseExpiration exp=1777130871.892572302,0 pro=1777130865.892572302,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:46.075435 3503 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r12/3:/Table/{7-8}] 73  applied snapshot 95fdda1a from (n1,s1):1 at applied index 28 as write (total=18ms data=873 B excise=true ingestion=5@17ms)
I260425 15:27:46.739421 3454 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r9/3:/Table/{4-5}] 74  applied snapshot 494f6d70 from (n1,s1):1 at applied index 26 as write (total=17ms data=941 B excise=true ingestion=5@17ms)
I260425 15:27:47.399329 3661 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r11/3:/Table/{6-7}] 75  applied snapshot ef663806 from (n1,s1):1 at applied index 25 as write (total=11ms data=960 B excise=true ingestion=5@10ms)
I260425 15:27:48.044637 1058 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r53/2:/Table/5{0-1},raft] 76  rejected lease request repl=(n3,s3):2 seq=2 start=1777130867.869508262,0 type=LeaseExpiration exp=1777130873.902285426,0 pro=1777130867.902285426,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130867.869508262,0 type=LeaseExpiration exp=1777130873.902285426,0 pro=1777130867.902285426,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130867.869508262,0 type=LeaseExpiration exp=1777130873.902285426,0 pro=1777130867.902285426,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130867.869508262,0 type=LeaseExpiration exp=1777130873.902285426,0 pro=1777130867.902285426,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:48.076312 3696 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r16/3:/Table/1{2-3}] 77  applied snapshot 41975443 from (n1,s1):1 at applied index 70 as write (total=19ms data=11 KiB excise=true ingestion=5@19ms)
I260425 15:27:49.322905 3806 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r75/3:/Table/7{2-3}] 78  applied snapshot 564aa856 from (n2,s2):2 at applied index 25 as write (total=29ms data=806 B excise=true ingestion=5@28ms)
I260425 15:27:49.511455 3876 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r18/3:/Table/1{4-5}] 79  applied snapshot 1a91e8c1 from (n1,s1):1 at applied index 21 as write (total=16ms data=764 B excise=true ingestion=5@16ms)
I260425 15:27:49.822545 3775 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r17/3:/Table/1{3-4}] 80  applied snapshot 825c1702 from (n1,s1):1 at applied index 262 as write (total=19ms data=145 KiB excise=true ingestion=5@19ms)
I260425 15:27:50.013825 1071 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r46/2:/Table/4{2-3},raft] 81  rejected lease request repl=(n3,s3):2 seq=2 start=1777130869.870785450,0 type=LeaseExpiration exp=1777130875.904602293,0 pro=1777130869.904602293,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777130869.870785450,0 type=LeaseExpiration exp=1777130875.904602293,0 pro=1777130869.904602293,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777130869.870785450,0 type=LeaseExpiration exp=1777130875.904602293,0 pro=1777130869.904602293,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777130869.870785450,0 type=LeaseExpiration exp=1777130875.904602293,0 pro=1777130869.904602293,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:50.531294 3901 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r36/3:/Table/3{2-3}] 82  applied snapshot f69501a0 from (n1,s1):1 at applied index 21 as write (total=17ms data=764 B excise=true ingestion=5@16ms)
I260425 15:27:50.885575 3919 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r38/3:/Table/3{4-5}] 83  applied snapshot 6ee73b28 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 15:27:51.876437 4023 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r19/3:/Table/1{5-6}] 84  applied snapshot 06d1e659 from (n1,s1):1 at applied index 76 as write (total=18ms data=6.5 KiB excise=true ingestion=5@18ms)
