I260425 10:14:46.908430 882 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 10:14:46
I260425 10:14:51.219818 1983 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r33/2:/{Table/29-NamespaceTab…}] 25  applied snapshot 89a968db from (n1,s1):1 at applied index 15 as write (total=11ms data=656 B excise=true ingestion=5@10ms)
I260425 10:14:51.463345 1993 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r35/2:/{NamespaceTab…-Table/32}] 26  applied snapshot 203a5b03 from (n1,s1):1 at applied index 15 as write (total=7ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:51.753439 2022 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r46/2:/Table/4{2-3}] 27  applied snapshot f5a69136 from (n1,s1):1 at applied index 15 as write (total=7ms data=656 B excise=true ingestion=5@7ms)
I260425 10:14:51.989365 2058 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r38/2:/Table/3{4-5}] 28  applied snapshot e80e1a55 from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:52.219239 2148 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r45/2:/Table/4{1-2}] 29  applied snapshot c7089108 from (n1,s1):1 at applied index 15 as write (total=6ms data=655 B excise=true ingestion=5@6ms)
I260425 10:14:52.337471 2137 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r48/2:/Table/4{4-5}] 30  applied snapshot 143e0e39 from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@5ms)
I260425 10:14:52.741228 1830 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r44/2:/Table/4{0-1}] 31  applied snapshot 0140e159 from (n1,s1):1 at applied index 17 as write (total=17ms data=714 B excise=true ingestion=5@15ms)
I260425 10:14:53.001358 2279 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r36/2:/Table/3{2-3}] 32  applied snapshot 92b2245e from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:53.245509 2015 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r52/2:/Table/{48-50}] 33  applied snapshot 3fb33dc2 from (n1,s1):1 at applied index 15 as write (total=7ms data=679 B excise=true ingestion=5@6ms)
I260425 10:14:53.480106 2311 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r56/2:/Table/5{3-4}] 34  applied snapshot 302ba219 from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:53.733839 2347 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r54/2:/Table/5{1-2}] 35  applied snapshot 13734a6b from (n1,s1):1 at applied index 15 as write (total=13ms data=656 B excise=true ingestion=5@13ms)
I260425 10:14:53.854212 2336 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r55/2:/Table/5{2-3}] 36  applied snapshot e88604af from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:54.246383 2381 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r58/2:/Table/5{5-6}] 37  applied snapshot 914a1b2e from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:54.500201 2437 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r62/2:/Table/{59-60}] 38  applied snapshot 44e7a66d from (n1,s1):1 at applied index 16 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:54.743374 2432 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r67/2:/Table/6{4-5}] 39  applied snapshot bbf8b525 from (n1,s1):1 at applied index 15 as write (total=9ms data=656 B excise=true ingestion=5@9ms)
I260425 10:14:54.862560 2498 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r64/2:/Table/6{1-2}] 40  applied snapshot 6c884bcd from (n1,s1):1 at applied index 15 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:55.222924 2522 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r69/2:/Table/6{6-7}] 41  applied snapshot 82ee19c4 from (n1,s1):1 at applied index 15 as write (total=6ms data=655 B excise=true ingestion=5@6ms)
I260425 10:14:55.334057 2127 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r70/2:/Table/6{7-8}] 42  applied snapshot 212f546f from (n1,s1):1 at applied index 16 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:55.596036 2648 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r74/2:/Table/7{1-2}] 43  applied snapshot a9f32a69 from (n1,s1):1 at applied index 19 as write (total=11ms data=782 B excise=true ingestion=5@11ms)
I260425 10:14:55.831969 2664 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r72/2:/Table/{69-70}] 44  applied snapshot 137e37f9 from (n1,s1):1 at applied index 22 as write (total=6ms data=836 B excise=true ingestion=5@6ms)
I260425 10:14:56.208756 2690 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r78/2:/Table/7{5-6}] 45  applied snapshot 0c94b6fa from (n1,s1):1 at applied index 16 as write (total=6ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:56.422712 2654 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r77/2:/Table/7{4-5}] 46  applied snapshot 7ebd04f9 from (n1,s1):1 at applied index 15 as write (total=7ms data=656 B excise=true ingestion=5@6ms)
I260425 10:14:56.555723 2698 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r81/2:/Table/7{8-9}] 47  applied snapshot 778182d8 from (n1,s1):1 at applied index 15 as write (total=11ms data=656 B excise=true ingestion=5@10ms)
I260425 10:14:56.810840 2732 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r83/2:/{Table/80-Max}] 48  applied snapshot 52b679eb from (n1,s1):1 at applied index 15 as write (total=6ms data=665 B excise=true ingestion=5@6ms)
I260425 10:14:57.272330 843 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r29/3:/Table/2{5-6}] 49  applied snapshot fa49e98e from (n1,s1):1 at applied index 21 as write (total=8ms data=764 B excise=true ingestion=5@8ms)
I260425 10:14:57.471895 956 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n3,s3] 50  provided support for store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777112100.438680580,0}
I260425 10:14:57.644006 2859 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r2/3:/{Meta2-System/NodeL…}] 51  applied snapshot d25d8b0f from (n1,s1):1 at applied index 359 as write (total=7ms data=10 KiB excise=true ingestion=5@6ms)
I260425 10:14:57.774120 2637 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r9/3:/Table/{4-5}] 52  applied snapshot 26aa0594 from (n1,s1):1 at applied index 26 as write (total=6ms data=941 B excise=true ingestion=5@6ms)
I260425 10:14:58.041181 2845 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r26/3:/Table/2{2-3}] 53  applied snapshot 98dd6894 from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:14:58.448050 956 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 54  starting to heartbeat store {NodeID:1 StoreID:1}
I260425 10:14:58.448085 956 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 55  starting to heartbeat store {NodeID:3 StoreID:3}
I260425 10:14:58.489725 956 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n3,s3] 56  provided support for store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777112101.448092761,0}
I260425 10:14:58.495676 2778 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r13/3:/Table/{8-9}] 57  applied snapshot 8d5eb824 from (n1,s1):1 at applied index 21 as write (total=13ms data=840 B excise=true ingestion=5@12ms)
I260425 10:14:58.500105 956 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 58  received support from store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777112101.448092761,0}
I260425 10:14:58.506912 956 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 59  starting to heartbeat store {NodeID:2 StoreID:2}
I260425 10:14:58.534226 956 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 60  received support from store {NodeID:1 StoreID:1}; old = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:1777112101.448092761,0}
I260425 10:14:58.589565 956 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 61  received support from store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777112101.506932273,0}
I260425 10:14:58.776524 3058 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r21/3:/Table/1{7-8}] 62  applied snapshot b122f862 from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:14:58.895410 3049 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r15/3:/Table/1{1-2}] 63  applied snapshot f8b8b520 from (n1,s1):1 at applied index 226 as write (total=6ms data=3.3 KiB excise=true ingestion=5@6ms)
I260425 10:14:59.166588 3018 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r7/3:/Table/{0-3}] 64  applied snapshot c576f722 from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:14:59.623381 2455 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r14/3:/Table/{9-11}] 65  applied snapshot 2ad5c556 from (n1,s1):1 at applied index 21 as write (total=11ms data=764 B excise=true ingestion=5@11ms)
I260425 10:14:59.727836 3022 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r16/3:/Table/1{2-3}] 66  applied snapshot 5838d6e6 from (n1,s1):1 at applied index 70 as write (total=7ms data=11 KiB excise=true ingestion=5@6ms)
I260425 10:14:59.954469 3177 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r23/3:/Table/{19-20}] 67  applied snapshot e5c2f0f2 from (n1,s1):1 at applied index 21 as write (total=11ms data=764 B excise=true ingestion=5@11ms)
I260425 10:15:00.166593 3136 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r22/3:/Table/1{8-9}] 68  applied snapshot 28984fac from (n1,s1):1 at applied index 22 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:00.363114 3270 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r40/3:/Table/3{6-7}] 69  applied snapshot ece8bcb6 from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:00.440860 1076 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r46/2:/Table/4{2-3},raft] 70  rejected lease request repl=(n3,s3):2 seq=2 start=1777112100.404868221,0 type=LeaseExpiration exp=1777112106.413938376,0 pro=1777112100.413938376,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777112100.404868221,0 type=LeaseExpiration exp=1777112106.413938376,0 pro=1777112100.413938376,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777112100.404868221,0 type=LeaseExpiration exp=1777112106.413938376,0 pro=1777112100.413938376,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777112100.404868221,0 type=LeaseExpiration exp=1777112106.413938376,0 pro=1777112100.413938376,0 acq=Request: ‹proposed under invalid lease›
I260425 10:15:00.611624 3233 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r28/3:/Table/2{4-5}] 71  applied snapshot 1a691b1b from (n1,s1):1 at applied index 21 as write (total=11ms data=764 B excise=true ingestion=5@10ms)
I260425 10:15:00.829970 3302 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r19/3:/Table/1{5-6}] 72  applied snapshot eccce655 from (n1,s1):1 at applied index 61 as write (total=7ms data=4.1 KiB excise=true ingestion=5@6ms)
I260425 10:15:01.140933 3329 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r32/3:/Table/2{8-9}] 73  applied snapshot ce47ca31 from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:01.262572 3395 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r24/3:/Table/2{0-1}] 74  applied snapshot 1242681b from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:01.504726 3311 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r31/3:/Table/2{7-8}] 75  applied snapshot 0b27545e from (n1,s1):1 at applied index 21 as write (total=14ms data=764 B excise=true ingestion=5@14ms)
I260425 10:15:01.758619 3147 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r30/3:/Table/2{6-7}] 76  applied snapshot 830ffc1a from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:02.011668 3334 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r43/3:/Table/{39-40}] 77  applied snapshot 2197e4c6 from (n1,s1):1 at applied index 32 as write (total=12ms data=1.3 KiB excise=true ingestion=5@11ms)
I260425 10:15:02.134993 3344 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r34/3:/NamespaceTable/{30-Max}] 78  applied snapshot 7a9c223a from (n1,s1):1 at applied index 29 as write (total=6ms data=3.0 KiB excise=true ingestion=5@6ms)
I260425 10:15:02.366917 3425 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r47/3:/Table/4{3-4}] 79  applied snapshot 118f0c0e from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:02.753953 3513 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r49/3:/Table/4{5-6}] 80  applied snapshot b211be8b from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:02.883105 3533 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r39/3:/Table/3{5-6}] 81  applied snapshot f352c44d from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:03.132978 3586 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r50/3:/Table/4{6-7}] 82  applied snapshot 014ff40b from (n1,s1):1 at applied index 24 as write (total=6ms data=1.1 KiB excise=true ingestion=5@6ms)
I260425 10:15:03.375371 3588 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r51/3:/Table/4{7-8}] 83  applied snapshot 79ae1dd8 from (n1,s1):1 at applied index 28 as write (total=7ms data=4.1 KiB excise=true ingestion=5@6ms)
I260425 10:15:03.634092 3599 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r75/3:/Table/7{2-3}] 84  applied snapshot 3143a2e5 from (n2,s2):2 at applied index 25 as write (total=16ms data=806 B excise=true ingestion=5@15ms)
I260425 10:15:03.667501 3614 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r53/3:/Table/5{0-1}] 85  applied snapshot ea3723d4 from (n1,s1):1 at applied index 21 as write (total=11ms data=764 B excise=true ingestion=5@10ms)
I260425 10:15:03.895115 3358 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r57/3:/Table/5{4-5}] 86  applied snapshot 455b8729 from (n1,s1):1 at applied index 83 as write (total=6ms data=3.8 KiB excise=true ingestion=5@5ms)
I260425 10:15:04.247040 3566 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r59/3:/Table/5{6-7}] 87  applied snapshot 4bfe433d from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:04.378847 3698 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r60/3:/Table/5{7-8}] 88  applied snapshot a306686a from (n1,s1):1 at applied index 21 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:04.645091 3689 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r79/3:/Table/7{6-7}] 89  applied snapshot 2405cb9d from (n2,s2):2 at applied index 25 as write (total=22ms data=806 B excise=true ingestion=5@22ms)
I260425 10:15:04.677153 3716 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r61/3:/Table/5{8-9}] 90  applied snapshot d75b8ed9 from (n1,s1):1 at applied index 21 as write (total=11ms data=764 B excise=true ingestion=5@10ms)
I260425 10:15:04.906526 3722 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r65/3:/Table/6{2-3}] 91  applied snapshot a0e67e7b from (n1,s1):1 at applied index 22 as write (total=6ms data=764 B excise=true ingestion=5@6ms)
I260425 10:15:05.366031 3761 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r66/3:/Table/6{3-4}] 92  applied snapshot f99f8cb8 from (n1,s1):1 at applied index 21 as write (total=12ms data=786 B excise=true ingestion=5@12ms)
I260425 10:15:05.472698 1074 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r77/2:/Table/7{4-5},raft] 93  rejected lease request repl=(n3,s3):2 seq=2 start=1777112105.407521012,0 type=LeaseExpiration exp=1777112111.422764328,0 pro=1777112105.422764328,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777112105.407521012,0 type=LeaseExpiration exp=1777112111.422764328,0 pro=1777112105.422764328,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777112105.407521012,0 type=LeaseExpiration exp=1777112111.422764328,0 pro=1777112105.422764328,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777112105.407521012,0 type=LeaseExpiration exp=1777112111.422764328,0 pro=1777112105.422764328,0 acq=Request: ‹proposed under invalid lease›
I260425 10:15:05.506382 3109 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r63/3:/Table/6{0-1}] 94  applied snapshot 3893bb8f from (n1,s1):1 at applied index 22 as write (total=5ms data=764 B excise=true ingestion=5@4ms)
