I260425 12:04:02.468396 835 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 12:04:02
I260425 12:04:28.669473 1090 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r7/2:/Table/{0-3},raft] 35  rejected lease request repl=(n2,s2):2 seq=2 start=1777118668.375848101,0 type=LeaseExpiration exp=1777118674.444327868,0 pro=1777118668.444327868,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118668.375848101,0 type=LeaseExpiration exp=1777118674.444327868,0 pro=1777118668.444327868,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118668.375848101,0 type=LeaseExpiration exp=1777118674.444327868,0 pro=1777118668.444327868,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118668.375848101,0 type=LeaseExpiration exp=1777118674.444327868,0 pro=1777118668.444327868,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:28.709195 801 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 36  received support from store {NodeID:1 StoreID:1}; old = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:1777118671.518244576,0}
I260425 12:04:28.709230 801 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 37  received support from store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777118671.518244576,0}
I260425 12:04:28.864427 801 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n2,s2] 38  starting to heartbeat store {NodeID:3 StoreID:3}
I260425 12:04:29.082052 801 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 39  received support from store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777118671.864456067,0}
I260425 12:04:29.416333 2543 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r41/2:/Table/3{7-8}] 40  applied snapshot 0e71e773 from (n1,s1):1 at applied index 44 as write (total=72ms data=1.5 KiB excise=true ingestion=5@72ms)
I260425 12:04:30.667350 2974 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r48/2:/Table/4{4-5}] 41  applied snapshot 1e4f48f8 from (n1,s1):1 at applied index 15 as write (total=67ms data=656 B excise=true ingestion=5@66ms)
I260425 12:04:30.757221 979 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r33/2:/{Table/29-NamespaceTab…},raft] 42  rejected lease request repl=(n2,s2):2 seq=2 start=1777118670.376505825,0 type=LeaseExpiration exp=1777118676.455977624,0 pro=1777118670.455977624,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118670.376505825,0 type=LeaseExpiration exp=1777118676.455977624,0 pro=1777118670.455977624,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118670.376505825,0 type=LeaseExpiration exp=1777118676.455977624,0 pro=1777118670.455977624,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118670.376505825,0 type=LeaseExpiration exp=1777118676.455977624,0 pro=1777118670.455977624,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:32.332409 3158 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r49/2:/Table/4{5-6}] 43  applied snapshot 6f2d34ee from (n1,s1):1 at applied index 15 as write (total=36ms data=656 B excise=true ingestion=5@35ms)
I260425 12:04:32.743704 960 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r48/2:/Table/4{4-5},raft] 44  rejected lease request repl=(n2,s2):2 seq=2 start=1777118672.377266503,0 type=LeaseExpiration exp=1777118678.443724326,0 pro=1777118672.443724326,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118672.377266503,0 type=LeaseExpiration exp=1777118678.443724326,0 pro=1777118672.443724326,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118672.377266503,0 type=LeaseExpiration exp=1777118678.443724326,0 pro=1777118672.443724326,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118672.377266503,0 type=LeaseExpiration exp=1777118678.443724326,0 pro=1777118672.443724326,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:33.088493 3142 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r47/2:/Table/4{3-4}] 45  applied snapshot 426cde86 from (n1,s1):1 at applied index 15 as write (total=63ms data=656 B excise=true ingestion=5@63ms)
I260425 12:04:33.836501 3282 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r53/2:/Table/5{0-1}] 46  applied snapshot cfee0116 from (n1,s1):1 at applied index 15 as write (total=64ms data=656 B excise=true ingestion=5@64ms)
I260425 12:04:35.662369 3286 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r50/2:/Table/4{6-7}] 47  applied snapshot 33512d34 from (n1,s1):1 at applied index 18 as write (total=37ms data=1009 B excise=true ingestion=5@36ms)
I260425 12:04:36.807577 3293 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r56/2:/Table/5{3-4}] 48  applied snapshot f5a713ef from (n1,s1):1 at applied index 15 as write (total=36ms data=656 B excise=true ingestion=5@36ms)
I260425 12:04:38.035431 3343 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r58/2:/Table/5{5-6}] 49  applied snapshot e6ea347e from (n1,s1):1 at applied index 15 as write (total=66ms data=656 B excise=true ingestion=5@58ms)
I260425 12:04:38.301548 3458 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r35/3:/{NamespaceTab…-Table/32}] 50  applied snapshot 8507d020 from (n3,s3):2 at applied index 25 as write (total=60ms data=806 B excise=true ingestion=5@60ms)
I260425 12:04:38.723097 1063 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r29/2:/Table/2{5-6},raft] 51  rejected lease request repl=(n2,s2):2 seq=2 start=1777118678.379805899,0 type=LeaseExpiration exp=1777118684.454388052,0 pro=1777118678.454388052,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118678.379805899,0 type=LeaseExpiration exp=1777118684.454388052,0 pro=1777118678.454388052,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118678.379805899,0 type=LeaseExpiration exp=1777118684.454388052,0 pro=1777118678.454388052,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118678.379805899,0 type=LeaseExpiration exp=1777118684.454388052,0 pro=1777118678.454388052,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:38.816259 3377 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r61/2:/Table/5{8-9}] 52  applied snapshot 9a70d311 from (n1,s1):1 at applied index 15 as write (total=66ms data=656 B excise=true ingestion=5@66ms)
I260425 12:04:40.024266 3457 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r54/2:/Table/5{1-2}] 53  applied snapshot 1bbdc1f2 from (n1,s1):1 at applied index 15 as write (total=67ms data=656 B excise=true ingestion=5@59ms)
I260425 12:04:40.227602 3440 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r11/3:/Table/{6-7}] 54  applied snapshot 3039727e from (n3,s3):2 at applied index 28 as write (total=63ms data=1001 B excise=true ingestion=5@62ms)
I260425 12:04:40.683722 3498 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r64/2:/Table/6{1-2}] 55  applied snapshot 968f5a15 from (n1,s1):1 at applied index 15 as write (total=36ms data=656 B excise=true ingestion=5@36ms)
I260425 12:04:42.682216 1052 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r5/2:/System{/tsd-‹tse›},raft] 56  rejected lease request repl=(n2,s2):2 seq=2 start=1777118682.382230771,0 type=LeaseExpiration exp=1777118688.449399879,0 pro=1777118682.449399879,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118682.382230771,0 type=LeaseExpiration exp=1777118688.449399879,0 pro=1777118682.449399879,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118682.382230771,0 type=LeaseExpiration exp=1777118688.449399879,0 pro=1777118682.449399879,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118682.382230771,0 type=LeaseExpiration exp=1777118688.449399879,0 pro=1777118682.449399879,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:43.012396 3653 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r67/2:/Table/6{4-5}] 57  applied snapshot c467cc87 from (n1,s1):1 at applied index 15 as write (total=60ms data=656 B excise=true ingestion=5@60ms)
I260425 12:04:44.617531 3810 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r63/2:/Table/6{0-1}] 58  applied snapshot 3635e2cd from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@17ms)
I260425 12:04:45.086216 3849 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r3/3:/System/NodeLiveness{-Max}] 59  applied snapshot 2277e4ac from (n3,s3):2 at applied index 82 as write (total=19ms data=2.7 KiB excise=true ingestion=5@18ms)
I260425 12:04:45.291535 3828 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r66/2:/Table/6{3-4}] 60  applied snapshot 259666b1 from (n1,s1):1 at applied index 16 as write (total=17ms data=678 B excise=true ingestion=5@16ms)
I260425 12:04:45.739453 1066 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r6/2:/{System‹tse›-Table/0},raft] 61  rejected lease request repl=(n2,s2):2 seq=2 start=1777118685.436407364,0 type=LeaseExpiration exp=1777118691.511374826,0 pro=1777118685.511374826,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118685.436407364,0 type=LeaseExpiration exp=1777118691.511374826,0 pro=1777118685.511374826,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118685.436407364,0 type=LeaseExpiration exp=1777118691.511374826,0 pro=1777118685.511374826,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118685.436407364,0 type=LeaseExpiration exp=1777118691.511374826,0 pro=1777118685.511374826,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:47.099295 3956 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r74/2:/Table/7{1-2}] 62  applied snapshot e1e9a786 from (n1,s1):1 at applied index 22 as write (total=19ms data=875 B excise=true ingestion=5@19ms)
I260425 12:04:47.622428 3965 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r69/2:/Table/6{6-7}] 63  applied snapshot 24b79361 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 12:04:48.085609 3974 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r27/3:/Table/2{3-4}] 64  applied snapshot 736ffddd from (n3,s3):2 at applied index 28 as write (total=25ms data=1.0 KiB excise=true ingestion=5@25ms)
I260425 12:04:48.837984 4067 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r75/2:/Table/7{2-3}] 65  applied snapshot c94c5ac7 from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@17ms)
I260425 12:04:50.100556 3982 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r77/2:/Table/7{4-5}] 66  applied snapshot 12c37514 from (n1,s1):1 at applied index 15 as write (total=23ms data=657 B excise=true ingestion=5@16ms)
I260425 12:04:50.163431 4044 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r45/3:/Table/4{1-2}] 67  applied snapshot fedff398 from (n3,s3):2 at applied index 25 as write (total=19ms data=806 B excise=true ingestion=5@19ms)
I260425 12:04:51.152487 4032 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r73/3:/Table/7{0-1}] 68  applied snapshot 388227cf from (n3,s3):2 at applied index 37 as write (total=22ms data=806 B excise=true ingestion=5@22ms)
I260425 12:04:52.061557 4160 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r79/2:/Table/7{6-7}] 69  applied snapshot 7eae8e1f from (n1,s1):1 at applied index 15 as write (total=28ms data=656 B excise=true ingestion=5@21ms)
I260425 12:04:52.186578 4210 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r24/3:/Table/2{0-1}] 70  applied snapshot 1424f8ef from (n3,s3):2 at applied index 25 as write (total=17ms data=806 B excise=true ingestion=5@17ms)
I260425 12:04:54.214591 4276 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r18/3:/Table/1{4-5}] 71  applied snapshot fb14fadf from (n3,s3):2 at applied index 25 as write (total=64ms data=806 B excise=true ingestion=5@63ms)
I260425 12:04:55.152416 4110 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r1/3:/M{in-eta2}] 72  applied snapshot d6037094 from (n3,s3):2 at applied index 42 as write (total=26ms data=976 B excise=true ingestion=5@26ms)
I260425 12:04:55.436502 4264 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r81/2:/Table/7{8-9}] 73  applied snapshot 9f989aa6 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 12:04:56.698437 4300 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r84/2:/{Table/106-Max}] 74  applied snapshot 5988b513 from (n1,s1):1 at applied index 106773 (total=184ms data=15 MiB excise=true ingestion=6@150ms)
I260425 12:04:57.036644 4302 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r57/3:/Table/5{4-5}] 75  applied snapshot 43c8b581 from (n3,s3):2 at applied index 146 as write (total=32ms data=5.7 KiB excise=true ingestion=5@32ms)
I260425 12:04:58.116577 4140 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r15/3:/Table/1{1-2}] 76  applied snapshot f340e9d6 from (n3,s3):2 at applied index 251 as write (total=27ms data=3.7 KiB excise=true ingestion=5@27ms)
I260425 12:04:58.656393 996 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r10/2:/Table/{5-6},raft] 77  rejected lease request repl=(n2,s2):2 seq=2 start=1777118698.387766053,0 type=LeaseExpiration exp=1777118704.426495338,0 pro=1777118698.426495338,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118698.387766053,0 type=LeaseExpiration exp=1777118704.426495338,0 pro=1777118698.426495338,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118698.387766053,0 type=LeaseExpiration exp=1777118704.426495338,0 pro=1777118698.426495338,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118698.387766053,0 type=LeaseExpiration exp=1777118704.426495338,0 pro=1777118698.426495338,0 acq=Request: ‹proposed under invalid lease›
I260425 12:04:59.423479 4505 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r20/3:/Table/1{6-7}] 78  applied snapshot 588dfe55 from (n1,s1):1 at applied index 21 as write (total=63ms data=763 B excise=true ingestion=5@63ms)
I260425 12:05:00.749243 1044 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r4/2:/System/{NodeLive…-tsd},raft] 79  rejected lease request repl=(n3,s3):3 seq=2 start=1777118700.450290124,0 type=LeaseExpiration exp=1777118706.520582918,0 pro=1777118700.520582918,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777118700.450290124,0 type=LeaseExpiration exp=1777118706.520582918,0 pro=1777118700.520582918,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777118700.450290124,0 type=LeaseExpiration exp=1777118706.520582918,0 pro=1777118700.520582918,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777118700.450290124,0 type=LeaseExpiration exp=1777118706.520582918,0 pro=1777118700.520582918,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:01.764406 957 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r56/2:/Table/5{3-4},raft] 80  rejected lease request repl=(n2,s2):2 seq=2 start=1777118701.389154847,0 type=LeaseExpiration exp=1777118707.439661991,0 pro=1777118701.439661991,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118701.389154847,0 type=LeaseExpiration exp=1777118707.439661991,0 pro=1777118701.439661991,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118701.389154847,0 type=LeaseExpiration exp=1777118707.439661991,0 pro=1777118701.439661991,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118701.389154847,0 type=LeaseExpiration exp=1777118707.439661991,0 pro=1777118701.439661991,0 acq=Request: ‹proposed under invalid lease›
