I260425 16:03:44.485414 787 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 16:03:44
I260425 16:04:16.613673 3361 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r45/2:/Table/4{1-2}] 45  applied snapshot c578edd2 from (n1,s1):1 at applied index 16 as write (total=20ms data=656 B excise=true ingestion=5@19ms)
I260425 16:04:16.673714 1019 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r36/2:/Table/3{2-3},raft] 46  rejected lease request repl=(n2,s2):2 seq=2 start=1777133056.405030429,0 type=LeaseExpiration exp=1777133062.447855829,0 pro=1777133056.447855829,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133056.405030429,0 type=LeaseExpiration exp=1777133062.447855829,0 pro=1777133056.447855829,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133056.405030429,0 type=LeaseExpiration exp=1777133062.447855829,0 pro=1777133056.447855829,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133056.405030429,0 type=LeaseExpiration exp=1777133062.447855829,0 pro=1777133056.447855829,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:17.136340 3464 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r50/2:/Table/4{6-7}] 47  applied snapshot 78ed61c4 from (n1,s1):1 at applied index 18 as write (total=28ms data=1009 B excise=true ingestion=5@28ms)
I260425 16:04:18.107486 3574 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r30/3:/Table/2{6-7}] 48  applied snapshot e030cf4d from (n3,s3):2 at applied index 25 as write (total=19ms data=806 B excise=true ingestion=5@19ms)
I260425 16:04:19.253342 3578 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r54/2:/Table/5{1-2}] 49  applied snapshot d4a78b1a from (n1,s1):1 at applied index 15 as write (total=19ms data=656 B excise=true ingestion=5@18ms)
I260425 16:04:19.766304 3669 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r55/2:/Table/5{2-3}] 50  applied snapshot 519cdb04 from (n1,s1):1 at applied index 16 as write (total=19ms data=656 B excise=true ingestion=5@19ms)
I260425 16:04:20.278452 3676 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r52/2:/Table/{48-50}] 51  applied snapshot 6dcb7a02 from (n1,s1):1 at applied index 15 as write (total=17ms data=679 B excise=true ingestion=5@17ms)
I260425 16:04:20.688240 1053 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r54/2:/Table/5{1-2},raft] 52  rejected lease request repl=(n2,s2):2 seq=2 start=1777133060.406453939,0 type=LeaseExpiration exp=1777133066.463324159,0 pro=1777133060.463324159,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133060.406453939,0 type=LeaseExpiration exp=1777133066.463324159,0 pro=1777133060.463324159,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133060.406453939,0 type=LeaseExpiration exp=1777133066.463324159,0 pro=1777133060.463324159,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133060.406453939,0 type=LeaseExpiration exp=1777133066.463324159,0 pro=1777133060.463324159,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:21.937518 3707 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r58/2:/Table/5{5-6}] 53  applied snapshot b40704f9 from (n1,s1):1 at applied index 16 as write (total=19ms data=656 B excise=true ingestion=5@19ms)
I260425 16:04:22.679353 1070 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r55/2:/Table/5{2-3},raft] 54  rejected lease request repl=(n2,s2):2 seq=2 start=1777133062.406646251,0 type=LeaseExpiration exp=1777133068.454550283,0 pro=1777133062.454550283,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133062.406646251,0 type=LeaseExpiration exp=1777133068.454550283,0 pro=1777133062.454550283,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133062.406646251,0 type=LeaseExpiration exp=1777133068.454550283,0 pro=1777133062.454550283,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133062.406646251,0 type=LeaseExpiration exp=1777133068.454550283,0 pro=1777133062.454550283,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:23.604363 3812 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r62/2:/Table/{59-60}] 55  applied snapshot abf083ca from (n1,s1):1 at applied index 15 as write (total=28ms data=656 B excise=true ingestion=5@28ms)
I260425 16:04:23.697443 972 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r50/2:/Table/4{6-7},raft] 56  rejected lease request repl=(n2,s2):2 seq=2 start=1777133063.407236129,0 type=LeaseExpiration exp=1777133069.468640196,0 pro=1777133063.468640196,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133063.407236129,0 type=LeaseExpiration exp=1777133069.468640196,0 pro=1777133063.468640196,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133063.407236129,0 type=LeaseExpiration exp=1777133069.468640196,0 pro=1777133063.468640196,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133063.407236129,0 type=LeaseExpiration exp=1777133069.468640196,0 pro=1777133063.468640196,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:24.273267 3878 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r61/2:/Table/5{8-9}] 57  applied snapshot 71dab2cc from (n1,s1):1 at applied index 15 as write (total=36ms data=656 B excise=true ingestion=5@36ms)
I260425 16:04:24.701457 1058 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r22/2:/Table/1{8-9},raft] 58  rejected lease request repl=(n2,s2):2 seq=2 start=1777133064.408327879,0 type=LeaseExpiration exp=1777133070.457612324,0 pro=1777133064.457612324,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133064.408327879,0 type=LeaseExpiration exp=1777133070.457612324,0 pro=1777133064.457612324,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133064.408327879,0 type=LeaseExpiration exp=1777133070.457612324,0 pro=1777133064.457612324,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133064.408327879,0 type=LeaseExpiration exp=1777133070.457612324,0 pro=1777133064.457612324,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:24.977486 3944 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r63/2:/Table/6{0-1}] 59  applied snapshot 0465c171 from (n1,s1):1 at applied index 15 as write (total=63ms data=656 B excise=true ingestion=5@62ms)
I260425 16:04:25.718368 3975 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r65/2:/Table/6{2-3}] 60  applied snapshot 0d8da9f7 from (n1,s1):1 at applied index 15 as write (total=64ms data=656 B excise=true ingestion=5@64ms)
I260425 16:04:26.753452 944 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r32/2:/Table/2{8-9},raft] 61  rejected lease request repl=(n2,s2):2 seq=2 start=1777133066.408803185,0 type=LeaseExpiration exp=1777133072.452579510,0 pro=1777133066.452579510,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133066.408803185,0 type=LeaseExpiration exp=1777133072.452579510,0 pro=1777133066.452579510,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133066.408803185,0 type=LeaseExpiration exp=1777133072.452579510,0 pro=1777133066.452579510,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133066.408803185,0 type=LeaseExpiration exp=1777133072.452579510,0 pro=1777133066.452579510,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:27.129429 4024 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r67/2:/Table/6{4-5}] 62  applied snapshot b448410e from (n1,s1):1 at applied index 16 as write (total=18ms data=656 B excise=true ingestion=5@18ms)
I260425 16:04:27.679884 4069 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r64/2:/Table/6{1-2}] 63  applied snapshot 93ff2266 from (n1,s1):1 at applied index 15 as write (total=19ms data=656 B excise=true ingestion=5@18ms)
I260425 16:04:28.103535 4124 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r38/3:/Table/3{4-5}] 64  applied snapshot ec54d9bc from (n3,s3):2 at applied index 25 as write (total=24ms data=806 B excise=true ingestion=5@17ms)
I260425 16:04:28.238009 4133 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r70/2:/Table/6{7-8}] 65  applied snapshot c50e80bc from (n1,s1):1 at applied index 16 as write (total=19ms data=656 B excise=true ingestion=5@18ms)
I260425 16:04:29.133836 4183 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r13/3:/Table/{8-9}] 66  applied snapshot 74762cc2 from (n3,s3):2 at applied index 25 as write (total=18ms data=882 B excise=true ingestion=5@17ms)
I260425 16:04:29.692747 942 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r24/2:/Table/2{0-1},raft] 67  rejected lease request repl=(n2,s2):2 seq=2 start=1777133069.410825732,0 type=LeaseExpiration exp=1777133075.466350088,0 pro=1777133069.466350088,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133069.410825732,0 type=LeaseExpiration exp=1777133075.466350088,0 pro=1777133069.466350088,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133069.410825732,0 type=LeaseExpiration exp=1777133075.466350088,0 pro=1777133069.466350088,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133069.410825732,0 type=LeaseExpiration exp=1777133075.466350088,0 pro=1777133069.466350088,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:29.811480 4258 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r68/2:/Table/6{5-6}] 68  applied snapshot 21a7ff98 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@16ms)
I260425 16:04:30.334669 4174 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r73/2:/Table/7{0-1}] 69  applied snapshot 768d753b from (n1,s1):1 at applied index 27 as write (total=18ms data=656 B excise=true ingestion=5@17ms)
I260425 16:04:31.750790 4330 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r74/2:/Table/7{1-2}] 70  applied snapshot 691630e1 from (n1,s1):1 at applied index 22 as write (total=19ms data=859 B excise=true ingestion=5@18ms)
I260425 16:04:32.785431 4399 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r76/2:/Table/7{3-4}] 71  applied snapshot 5b2930f2 from (n1,s1):1 at applied index 15 as write (total=19ms data=662 B excise=true ingestion=5@19ms)
I260425 16:04:33.132614 4435 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r26/3:/Table/2{2-3}] 72  applied snapshot 9f9e00f9 from (n3,s3):2 at applied index 25 as write (total=31ms data=806 B excise=true ingestion=5@31ms)
I260425 16:04:33.318520 4421 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r79/2:/Table/7{6-7}] 73  applied snapshot 4d78d105 from (n1,s1):1 at applied index 15 as write (total=28ms data=656 B excise=true ingestion=5@28ms)
I260425 16:04:33.681547 1061 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r46/2:/Table/4{2-3},raft] 74  rejected lease request repl=(n2,s2):2 seq=2 start=1777133073.412725176,0 type=LeaseExpiration exp=1777133079.451398276,0 pro=1777133073.451398276,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777133073.412725176,0 type=LeaseExpiration exp=1777133079.451398276,0 pro=1777133073.451398276,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777133073.412725176,0 type=LeaseExpiration exp=1777133079.451398276,0 pro=1777133073.451398276,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777133073.412725176,0 type=LeaseExpiration exp=1777133079.451398276,0 pro=1777133073.451398276,0 acq=Request: ‹proposed under invalid lease›
I260425 16:04:35.347387 4476 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r39/3:/Table/3{5-6}] 75  applied snapshot 2374280c from (n3,s3):2 at applied index 25 as write (total=60ms data=806 B excise=true ingestion=5@53ms)
I260425 16:04:35.500407 4489 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r81/2:/Table/7{8-9}] 76  applied snapshot 4a3ff2b3 from (n1,s1):1 at applied index 15 as write (total=61ms data=656 B excise=true ingestion=5@61ms)
I260425 16:04:36.167418 4538 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r82/2:/Table/{79-80}] 77  applied snapshot db238b1e from (n1,s1):1 at applied index 79 as write (total=65ms data=27 KiB excise=true ingestion=5@64ms)
I260425 16:04:37.326312 4523 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r72/3:/Table/{69-70}] 78  applied snapshot 792a2d76 from (n3,s3):2 at applied index 38 as write (total=104ms data=1.1 KiB excise=true ingestion=5@103ms)
I260425 16:04:38.667948 4706 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r84/2:/{Table/106-Max}] 79  applied snapshot 58d096b9 from (n1,s1):1 at applied index 104841 (total=190ms data=15 MiB excise=true ingestion=6@155ms)
