I260425 15:27:17.714199 835 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 15:27:17
I260425 15:27:18.278714 1211 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r13/2:/Table/{8-9}] 8  applied snapshot 5d82d8a5 from (n1,s1):1 at applied index 15 as write (total=14ms data=732 B excise=true ingestion=5@14ms)
I260425 15:27:18.853753 1385 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r5/2:/System{/tsd-‹tse›}] 9  applied snapshot 5e02437f from (n1,s1):1 at applied index 21 (total=109ms data=1.4 MiB excise=true ingestion=6@92ms)
I260425 15:27:19.180920 717 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r3/2:/System/NodeLiveness{-Max}] 10  applied snapshot 2d8d16e7 from (n1,s1):1 at applied index 19 as write (total=29ms data=1.1 KiB excise=true ingestion=5@28ms)
I260425 15:27:19.926328 1505 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r10/2:/Table/{5-6}] 11  applied snapshot 53c927f5 from (n1,s1):1 at applied index 29 as write (total=31ms data=1.3 KiB excise=true ingestion=5@30ms)
I260425 15:27:20.532450 1429 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r23/2:/Table/{19-20}] 12  applied snapshot 36cefcf0 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:21.441430 1721 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r8/2:/Table/{3-4}] 13  applied snapshot aebf02c4 from (n1,s1):1 at applied index 23 as write (total=21ms data=89 KiB excise=true ingestion=5@21ms)
I260425 15:27:21.710895 1537 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r12/2:/Table/{7-8}] 14  applied snapshot ebaaec4d from (n1,s1):1 at applied index 19 as write (total=18ms data=723 B excise=true ingestion=5@17ms)
I260425 15:27:22.377786 1818 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r9/2:/Table/{4-5}] 15  applied snapshot d73ea1ab from (n1,s1):1 at applied index 20 as write (total=33ms data=832 B excise=true ingestion=5@32ms)
I260425 15:27:22.470664 962 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n2,s2] 16  provided support for store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777130845.417179882,0}
I260425 15:27:22.719788 1914 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r4/3:/System/{NodeLive…-tsd}] 17  applied snapshot 5855db8d from (n3,s3):2 at applied index 39 (total=140ms data=664 KiB excise=true ingestion=6@113ms)
I260425 15:27:23.021531 1271 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r11/2:/Table/{6-7}] 18  applied snapshot 62fdd256 from (n1,s1):1 at applied index 19 as write (total=49ms data=852 B excise=true ingestion=5@46ms)
I260425 15:27:23.950582 2098 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r16/2:/Table/1{2-3}] 19  applied snapshot f94e71f3 from (n1,s1):1 at applied index 54 as write (total=18ms data=9.0 KiB excise=true ingestion=5@18ms)
I260425 15:27:24.501694 2081 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r28/2:/Table/2{4-5}] 20  applied snapshot e9885551 from (n1,s1):1 at applied index 15 as write (total=19ms data=656 B excise=true ingestion=5@19ms)
I260425 15:27:25.304400 2118 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r18/2:/Table/1{4-5}] 21  applied snapshot fe116e8e from (n1,s1):1 at applied index 15 as write (total=17ms data=655 B excise=true ingestion=5@17ms)
I260425 15:27:25.564389 2091 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r17/2:/Table/1{3-4}] 22  applied snapshot 739ba80e from (n1,s1):1 at applied index 67 as write (total=18ms data=32 KiB excise=true ingestion=5@18ms)
I260425 15:27:25.923805 962 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n2,s2] 23  starting to heartbeat store {NodeID:1 StoreID:1}
I260425 15:27:25.923844 962 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n2,s2] 24  starting to heartbeat store {NodeID:2 StoreID:2}
I260425 15:27:25.991666 962 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n2,s2] 25  provided support for store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777130848.923850541,0}
I260425 15:27:25.991758 1079 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r5/2:/System{/tsd-‹tse›},raft] 26  rejected lease request repl=(n2,s2):2 seq=2 start=1777130845.860977642,0 type=LeaseExpiration exp=1777130851.882650470,0 pro=1777130845.882650470,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130845.860977642,0 type=LeaseExpiration exp=1777130851.882650470,0 pro=1777130845.882650470,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130845.860977642,0 type=LeaseExpiration exp=1777130851.882650470,0 pro=1777130845.882650470,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130845.860977642,0 type=LeaseExpiration exp=1777130851.882650470,0 pro=1777130845.882650470,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:26.025292 962 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 27  received support from store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777130848.923850541,0}
I260425 15:27:26.028933 962 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 28  received support from store {NodeID:1 StoreID:1}; old = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:1777130848.923850541,0}
I260425 15:27:26.137104 962 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n2,s2] 29  starting to heartbeat store {NodeID:3 StoreID:3}
I260425 15:27:26.305264 962 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n2,s2] 30  received support from store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777130849.137126694,0}
I260425 15:27:26.538526 2204 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r36/2:/Table/3{2-3}] 31  applied snapshot 8d8c71ad from (n1,s1):1 at applied index 15 as write (total=32ms data=656 B excise=true ingestion=5@31ms)
I260425 15:27:26.824337 2371 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r38/2:/Table/3{4-5}] 32  applied snapshot 7049efcd from (n1,s1):1 at applied index 15 as write (total=26ms data=656 B excise=true ingestion=5@26ms)
I260425 15:27:27.717311 2396 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r19/2:/Table/1{5-6}] 33  applied snapshot cb9214ad from (n1,s1):1 at applied index 56 as write (total=29ms data=4.0 KiB excise=true ingestion=5@29ms)
I260425 15:27:28.027119 1015 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r10/2:/Table/{5-6},raft] 34  rejected lease request repl=(n2,s2):2 seq=2 start=1777130847.862040618,0 type=LeaseExpiration exp=1777130853.898110765,0 pro=1777130847.898110765,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130847.862040618,0 type=LeaseExpiration exp=1777130853.898110765,0 pro=1777130847.898110765,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130847.862040618,0 type=LeaseExpiration exp=1777130853.898110765,0 pro=1777130847.898110765,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130847.862040618,0 type=LeaseExpiration exp=1777130853.898110765,0 pro=1777130847.898110765,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:28.067355 2321 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r32/2:/Table/2{8-9}] 35  applied snapshot d3356a9f from (n1,s1):1 at applied index 15 as write (total=27ms data=656 B excise=true ingestion=5@27ms)
I260425 15:27:28.674347 2482 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r39/2:/Table/3{5-6}] 36  applied snapshot 1f0780df from (n1,s1):1 at applied index 15 as write (total=18ms data=655 B excise=true ingestion=5@18ms)
I260425 15:27:28.957259 1060 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r28/2:/Table/2{4-5},raft] 37  rejected lease request repl=(n2,s2):2 seq=2 start=1777130848.862663500,0 type=LeaseExpiration exp=1777130854.878288753,0 pro=1777130848.878288753,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130848.862663500,0 type=LeaseExpiration exp=1777130854.878288753,0 pro=1777130848.878288753,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130848.862663500,0 type=LeaseExpiration exp=1777130854.878288753,0 pro=1777130848.878288753,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130848.862663500,0 type=LeaseExpiration exp=1777130854.878288753,0 pro=1777130848.878288753,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:29.552512 2495 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r20/2:/Table/1{6-7}] 38  applied snapshot e37ebe03 from (n1,s1):1 at applied index 15 as write (total=16ms data=656 B excise=true ingestion=5@16ms)
I260425 15:27:30.063361 2529 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r48/2:/Table/4{4-5}] 39  applied snapshot 4e99aab6 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:30.335306 2503 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r45/2:/Table/4{1-2}] 40  applied snapshot 399f247a from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:30.582427 2594 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r40/2:/Table/3{6-7}] 41  applied snapshot e731dddd from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:30.833275 2510 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r49/2:/Table/4{5-6}] 42  applied snapshot c03154f5 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:31.113348 2648 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r51/2:/Table/4{7-8}] 43  applied snapshot 988ca245 from (n1,s1):1 at applied index 23 as write (total=30ms data=4.0 KiB excise=true ingestion=5@30ms)
I260425 15:27:31.648321 2692 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r54/2:/Table/5{1-2}] 44  applied snapshot ab52075a from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:31.962229 1093 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r54/2:/Table/5{1-2},raft] 45  rejected lease request repl=(n2,s2):2 seq=2 start=1777130851.863798575,0 type=LeaseExpiration exp=1777130857.882492898,0 pro=1777130851.882492898,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130851.863798575,0 type=LeaseExpiration exp=1777130857.882492898,0 pro=1777130851.882492898,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130851.863798575,0 type=LeaseExpiration exp=1777130857.882492898,0 pro=1777130851.882492898,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130851.863798575,0 type=LeaseExpiration exp=1777130857.882492898,0 pro=1777130851.882492898,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:32.511364 2698 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r43/2:/Table/{39-40}] 46  applied snapshot c6506738 from (n1,s1):1 at applied index 24 as write (total=17ms data=1.1 KiB excise=true ingestion=5@17ms)
I260425 15:27:32.798412 2731 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r44/2:/Table/4{0-1}] 47  applied snapshot 6487064f from (n1,s1):1 at applied index 17 as write (total=29ms data=714 B excise=true ingestion=5@29ms)
I260425 15:27:33.332555 2796 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r42/2:/Table/3{8-9}] 48  applied snapshot 92b41ae3 from (n1,s1):1 at applied index 15 as write (total=16ms data=656 B excise=true ingestion=5@16ms)
I260425 15:27:33.584420 2782 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r56/2:/Table/5{3-4}] 49  applied snapshot 7cb02666 from (n1,s1):1 at applied index 16 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 15:27:33.977273 1100 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r39/2:/Table/3{5-6},raft] 50  rejected lease request repl=(n2,s2):2 seq=2 start=1777130853.864680492,0 type=LeaseExpiration exp=1777130859.894403206,0 pro=1777130853.894403206,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130853.864680492,0 type=LeaseExpiration exp=1777130859.894403206,0 pro=1777130853.894403206,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130853.864680492,0 type=LeaseExpiration exp=1777130859.894403206,0 pro=1777130853.894403206,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130853.864680492,0 type=LeaseExpiration exp=1777130859.894403206,0 pro=1777130853.894403206,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:34.158321 2858 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r58/2:/Table/5{5-6}] 51  applied snapshot a5aa05e0 from (n1,s1):1 at applied index 15 as write (total=27ms data=656 B excise=true ingestion=5@27ms)
I260425 15:27:34.702475 2864 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r57/2:/Table/5{4-5}] 52  applied snapshot 02654b48 from (n1,s1):1 at applied index 76 as write (total=18ms data=3.8 KiB excise=true ingestion=5@18ms)
I260425 15:27:35.221520 2906 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r2/3:/{Meta2-System/NodeL…}] 53  applied snapshot 760b8a46 from (n3,s3):2 at applied index 287 as write (total=30ms data=9.1 KiB excise=true ingestion=5@28ms)
I260425 15:27:35.286385 2921 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r61/2:/Table/5{8-9}] 54  applied snapshot 1e2c2e2f from (n1,s1):1 at applied index 15 as write (total=29ms data=656 B excise=true ingestion=5@29ms)
I260425 15:27:35.859286 2968 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r60/2:/Table/5{7-8}] 55  applied snapshot 984faf02 from (n1,s1):1 at applied index 16 as write (total=27ms data=656 B excise=true ingestion=5@26ms)
I260425 15:27:36.500084 3027 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r65/2:/Table/6{2-3}] 56  applied snapshot a4218c4d from (n1,s1):1 at applied index 15 as write (total=21ms data=656 B excise=true ingestion=5@19ms)
I260425 15:27:36.813509 3074 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r67/2:/Table/6{4-5}] 57  applied snapshot 8888cfc6 from (n1,s1):1 at applied index 15 as write (total=21ms data=656 B excise=true ingestion=5@21ms)
I260425 15:27:37.381460 3111 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r26/3:/Table/2{2-3}] 58  applied snapshot 200e2688 from (n3,s3):2 at applied index 25 as write (total=29ms data=806 B excise=true ingestion=5@29ms)
I260425 15:27:38.009273 989 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r57/2:/Table/5{4-5},raft] 59  rejected lease request repl=(n2,s2):2 seq=2 start=1777130857.865813890,0 type=LeaseExpiration exp=1777130863.902923157,0 pro=1777130857.902923157,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130857.865813890,0 type=LeaseExpiration exp=1777130863.902923157,0 pro=1777130857.902923157,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130857.865813890,0 type=LeaseExpiration exp=1777130863.902923157,0 pro=1777130857.902923157,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130857.865813890,0 type=LeaseExpiration exp=1777130863.902923157,0 pro=1777130857.902923157,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:38.299887 3140 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r69/2:/Table/6{6-7}] 60  applied snapshot 6d9d090a from (n1,s1):1 at applied index 16 as write (total=34ms data=656 B excise=true ingestion=5@34ms)
I260425 15:27:39.244585 3123 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r71/2:/Table/6{8-9}] 61  applied snapshot 8893539a from (n1,s1):1 at applied index 24 as write (total=34ms data=875 B excise=true ingestion=5@34ms)
I260425 15:27:39.545232 3126 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r74/2:/Table/7{1-2}] 62  applied snapshot a1aa62e4 from (n1,s1):1 at applied index 19 as write (total=17ms data=797 B excise=true ingestion=5@16ms)
I260425 15:27:39.995250 980 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r32/2:/Table/2{8-9},raft] 63  rejected lease request repl=(n2,s2):2 seq=2 start=1777130859.866744165,0 type=LeaseExpiration exp=1777130865.889613398,0 pro=1777130859.889613398,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130859.866744165,0 type=LeaseExpiration exp=1777130865.889613398,0 pro=1777130859.889613398,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130859.866744165,0 type=LeaseExpiration exp=1777130865.889613398,0 pro=1777130859.889613398,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130859.866744165,0 type=LeaseExpiration exp=1777130865.889613398,0 pro=1777130859.889613398,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:40.228184 3195 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r79/2:/Table/7{6-7}] 64  applied snapshot fc67e4d2 from (n1,s1):1 at applied index 15 as write (total=30ms data=656 B excise=true ingestion=5@30ms)
I260425 15:27:40.546611 3305 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r63/2:/Table/6{0-1}] 65  applied snapshot 971002a4 from (n1,s1):1 at applied index 15 as write (total=20ms data=656 B excise=true ingestion=5@19ms)
I260425 15:27:41.202567 3348 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r78/2:/Table/7{5-6}] 66  applied snapshot d3c2d17d from (n1,s1):1 at applied index 15 as write (total=30ms data=656 B excise=true ingestion=5@28ms)
I260425 15:27:41.312422 3336 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r31/3:/Table/2{7-8}] 67  applied snapshot 77976119 from (n3,s3):2 at applied index 25 as write (total=31ms data=806 B excise=true ingestion=5@31ms)
I260425 15:27:42.159442 3398 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r82/2:/Table/{79-80}] 68  applied snapshot 073a494d from (n1,s1):1 at applied index 56 as write (total=33ms data=25 KiB excise=true ingestion=5@33ms)
I260425 15:27:42.458273 3392 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r75/2:/Table/7{2-3}] 69  applied snapshot e91c0e97 from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@18ms)
I260425 15:27:42.979329 1064 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r44/2:/Table/4{0-1},raft] 70  rejected lease request repl=(n2,s2):2 seq=2 start=1777130862.867906341,0 type=LeaseExpiration exp=1777130868.894374127,0 pro=1777130862.894374127,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777130862.867906341,0 type=LeaseExpiration exp=1777130868.894374127,0 pro=1777130862.894374127,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777130862.867906341,0 type=LeaseExpiration exp=1777130868.894374127,0 pro=1777130862.894374127,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777130862.867906341,0 type=LeaseExpiration exp=1777130868.894374127,0 pro=1777130862.894374127,0 acq=Request: ‹proposed under invalid lease›
I260425 15:27:43.446917 3480 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r84/2:/{Table/106-Max}] 71  applied snapshot 1cc70ba1 from (n1,s1):1 at applied index 47623 (total=142ms data=6.7 MiB excise=true ingestion=6@111ms)
I260425 15:27:43.808276 3673 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r21/3:/Table/1{7-8}] 72  applied snapshot aeb4307f from (n1,s1):1 at applied index 22 as write (total=10ms data=764 B excise=true ingestion=5@9ms)
I260425 15:27:44.757362 3818 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r7/3:/Table/{0-3}] 73  applied snapshot 838c3531 from (n1,s1):1 at applied index 21 as write (total=30ms data=764 B excise=true ingestion=5@30ms)
I260425 15:27:45.338598 3864 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r24/3:/Table/2{0-1}] 74  applied snapshot 670d43ad from (n3,s3):2 at applied index 25 as write (total=31ms data=806 B excise=true ingestion=5@29ms)
I260425 15:27:45.474405 3895 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r1/3:/M{in-eta2}] 75  applied snapshot c8e8797f from (n1,s1):1 at applied index 35 as write (total=29ms data=1.1 KiB excise=true ingestion=5@29ms)
I260425 15:27:46.334388 3952 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r35/3:/{NamespaceTab…-Table/32}] 76  applied snapshot 313dd080 from (n3,s3):2 at applied index 25 as write (total=32ms data=806 B excise=true ingestion=5@30ms)
I260425 15:27:46.427471 3802 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r14/3:/Table/{9-11}] 77  applied snapshot 0eb66d1e from (n1,s1):1 at applied index 21 as write (total=31ms data=764 B excise=true ingestion=5@31ms)
I260425 15:27:47.076782 3994 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r6/3:/{System‹tse›-Table/0}] 78  applied snapshot 02fa3aa6 from (n1,s1):1 at applied index 21 as write (total=10ms data=815 B excise=true ingestion=5@9ms)
I260425 15:27:47.673477 4069 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r22/3:/Table/1{8-9}] 79  applied snapshot eec6d132 from (n1,s1):1 at applied index 21 as write (total=9ms data=764 B excise=true ingestion=5@9ms)
I260425 15:27:48.427310 3608 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r53/3:/Table/5{0-1}] 80  applied snapshot d0ecaaa4 from (n3,s3):2 at applied index 25 as write (total=32ms data=806 B excise=true ingestion=5@29ms)
I260425 15:27:48.486499 4148 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r25/3:/Table/2{1-2}] 81  applied snapshot 3975d534 from (n1,s1):1 at applied index 26 as write (total=28ms data=1.0 KiB excise=true ingestion=5@28ms)
I260425 15:27:48.808477 4155 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r27/3:/Table/2{3-4}] 82  applied snapshot 375b8139 from (n1,s1):1 at applied index 24 as write (total=29ms data=995 B excise=true ingestion=5@29ms)
