I260425 11:27:36.365434 784 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 11:27:36
I260425 11:27:37.977442 1384 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r15/2:/Table/1{1-2}] 10  applied snapshot a2a70cff from (n1,s1):1 at applied index 131 as write (total=21ms data=2.5 KiB excise=true ingestion=5@21ms)
I260425 11:27:38.520973 1639 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r33/2:/{Table/29-NamespaceTab…}] 11  applied snapshot 197667c7 from (n1,s1):1 at applied index 15 as write (total=16ms data=655 B excise=true ingestion=5@15ms)
I260425 11:27:38.799265 1684 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r8/2:/Table/{3-4}] 12  applied snapshot 829aeb1d from (n1,s1):1 at applied index 22 as write (total=19ms data=89 KiB excise=true ingestion=5@19ms)
I260425 11:27:39.714671 1690 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r5/2:/System{/tsd-‹tse›}] 13  applied snapshot 64217b45 from (n1,s1):1 at applied index 21 (total=120ms data=1.4 MiB excise=true ingestion=6@102ms)
I260425 11:27:40.328318 1753 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r17/2:/Table/1{3-4}] 14  applied snapshot 867f636b from (n1,s1):1 at applied index 41 as write (total=30ms data=16 KiB excise=true ingestion=5@29ms)
I260425 11:27:40.634366 1744 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r23/2:/Table/{19-20}] 15  applied snapshot 57010b72 from (n1,s1):1 at applied index 15 as write (total=22ms data=656 B excise=true ingestion=5@22ms)
I260425 11:27:41.366519 1805 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r1/3:/M{in-eta2}] 16  applied snapshot 16cdf686 from (n2,s2):2 at applied index 24 as write (total=33ms data=872 B excise=true ingestion=5@30ms)
I260425 11:27:41.415758 1876 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r14/2:/Table/{9-11}] 17  applied snapshot 986b84a6 from (n1,s1):1 at applied index 15 as write (total=35ms data=656 B excise=true ingestion=5@32ms)
I260425 11:27:42.507635 1954 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r34/2:/NamespaceTable/{30-Max}] 18  applied snapshot 5f135533 from (n1,s1):1 at applied index 23 as write (total=19ms data=2.9 KiB excise=true ingestion=5@18ms)
I260425 11:27:43.115460 1871 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r32/2:/Table/2{8-9}] 19  applied snapshot bd291006 from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@18ms)
I260425 11:27:43.686091 2014 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r31/2:/Table/2{7-8}] 20  applied snapshot 20c4b45a from (n1,s1):1 at applied index 15 as write (total=21ms data=656 B excise=true ingestion=5@20ms)
I260425 11:27:43.952746 1995 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r6/2:/{System‹tse›-Table/0}] 21  applied snapshot b976d2ca from (n1,s1):1 at applied index 15 as write (total=21ms data=695 B excise=true ingestion=5@20ms)
I260425 11:27:44.119358 953 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n3,s3] 22  provided support for store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777116467.061865685,0}
I260425 11:27:44.207455 1998 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r11/3:/Table/{6-7}] 23  applied snapshot d683df95 from (n2,s2):2 at applied index 29 as write (total=17ms data=1002 B excise=true ingestion=5@17ms)
I260425 11:27:44.634774 2023 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r18/2:/Table/1{4-5}] 24  applied snapshot 50b6ac66 from (n1,s1):1 at applied index 15 as write (total=19ms data=656 B excise=true ingestion=5@18ms)
I260425 11:27:45.243903 1984 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r20/2:/Table/1{6-7}] 25  applied snapshot 8e5de2e6 from (n1,s1):1 at applied index 15 as write (total=21ms data=656 B excise=true ingestion=5@20ms)
I260425 11:27:46.068340 2214 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r3/2:/System/NodeLiveness{-Max}] 26  applied snapshot 1dec26a1 from (n1,s1):1 at applied index 31 as write (total=17ms data=1.4 KiB excise=true ingestion=5@17ms)
I260425 11:27:46.647722 876 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r7/2:/Table/{0-3}] 27  applied snapshot f01ff63b from (n1,s1):1 at applied index 15 as write (total=20ms data=656 B excise=true ingestion=5@20ms)
I260425 11:27:47.198776 1932 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r28/2:/Table/2{4-5}] 28  applied snapshot ecbe487a from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@17ms)
I260425 11:27:47.728402 2120 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r42/2:/Table/3{8-9}] 29  applied snapshot 543da917 from (n1,s1):1 at applied index 15 as write (total=26ms data=656 B excise=true ingestion=5@26ms)
I260425 11:27:47.888184 953 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 30  starting to heartbeat store {NodeID:1 StoreID:1}
I260425 11:27:47.888217 953 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 31  starting to heartbeat store {NodeID:3 StoreID:3}
I260425 11:27:47.962045 953 15@kv/kvserver/storeliveness/supporter_state.go:319 ⋮ [T1,Vsystem,n3,s3] 32  provided support for store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:0 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777116470.888223932,0}
I260425 11:27:47.988033 953 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 33  received support from store {NodeID:3 StoreID:3}; old = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:3 StoreID:3} Epoch:1 Expiration:1777116470.888223932,0}
I260425 11:27:47.993751 953 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 34  received support from store {NodeID:1 StoreID:1}; old = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:1 StoreID:1} Epoch:1 Expiration:1777116470.888223932,0}
I260425 11:27:48.030421 2323 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r38/2:/Table/3{4-5}] 35  applied snapshot 4c9cdb87 from (n1,s1):1 at applied index 15 as write (total=29ms data=656 B excise=true ingestion=5@29ms)
I260425 11:27:48.046362 953 15@kv/kvserver/storeliveness/support_manager.go:331 ⋮ [T1,Vsystem,n3,s3] 36  starting to heartbeat store {NodeID:2 StoreID:2}
I260425 11:27:48.153343 953 15@kv/kvserver/storeliveness/requester_state.go:425 ⋮ [T1,Vsystem,n3,s3] 37  received support from store {NodeID:2 StoreID:2}; old = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:0,0}, new = {Target:{NodeID:2 StoreID:2} Epoch:1 Expiration:1777116471.046391304,0}
I260425 11:27:48.914337 2361 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r43/2:/Table/{39-40}] 38  applied snapshot ea8f6ade from (n1,s1):1 at applied index 24 as write (total=29ms data=1.1 KiB excise=true ingestion=5@29ms)
I260425 11:27:49.177534 2390 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r13/3:/Table/{8-9}] 39  applied snapshot a4a04a49 from (n2,s2):2 at applied index 25 as write (total=17ms data=882 B excise=true ingestion=5@17ms)
I260425 11:27:49.469409 2498 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r41/2:/Table/3{7-8}] 40  applied snapshot 28fa58b5 from (n1,s1):1 at applied index 25 as write (total=17ms data=1.2 KiB excise=true ingestion=5@17ms)
I260425 11:27:49.733410 2086 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r45/2:/Table/4{1-2}] 41  applied snapshot b3bc905a from (n1,s1):1 at applied index 15 as write (total=26ms data=656 B excise=true ingestion=5@25ms)
I260425 11:27:50.497622 2518 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r4/3:/System/{NodeLive…-tsd}] 42  applied snapshot fe2a27c5 from (n2,s2):2 at applied index 48 (total=260ms data=669 KiB excise=true ingestion=6@241ms)
I260425 11:27:50.679138 2578 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r49/2:/Table/4{5-6}] 43  applied snapshot c78c85b4 from (n1,s1):1 at applied index 15 as write (total=29ms data=656 B excise=true ingestion=5@28ms)
I260425 11:27:51.236407 2225 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r10/3:/Table/{5-6}] 44  applied snapshot dc1bdacd from (n2,s2):2 at applied index 39 as write (total=29ms data=1.2 KiB excise=true ingestion=5@29ms)
I260425 11:27:51.384395 2590 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r52/2:/Table/{48-50}] 45  applied snapshot 7aac1a96 from (n1,s1):1 at applied index 15 as write (total=27ms data=679 B excise=true ingestion=5@27ms)
I260425 11:27:52.469246 2527 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r55/2:/Table/5{2-3}] 46  applied snapshot ed832673 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 11:27:52.727329 2697 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r56/2:/Table/5{3-4}] 47  applied snapshot 3d3ad3d5 from (n1,s1):1 at applied index 15 as write (total=26ms data=655 B excise=true ingestion=5@26ms)
I260425 11:27:52.939194 972 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r32/2:/Table/2{8-9},raft] 48  rejected lease request repl=(n3,s3):2 seq=2 start=1777116472.834312964,0 type=LeaseExpiration exp=1777116478.857445316,0 pro=1777116472.857445316,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116472.834312964,0 type=LeaseExpiration exp=1777116478.857445316,0 pro=1777116472.857445316,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116472.834312964,0 type=LeaseExpiration exp=1777116478.857445316,0 pro=1777116472.857445316,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116472.834312964,0 type=LeaseExpiration exp=1777116478.857445316,0 pro=1777116472.857445316,0 acq=Request: ‹proposed under invalid lease›
I260425 11:27:53.309271 2759 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r58/2:/Table/5{5-6}] 49  applied snapshot 632e8383 from (n1,s1):1 at applied index 15 as write (total=29ms data=656 B excise=true ingestion=5@29ms)
I260425 11:27:53.967395 1091 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r7/2:/Table/{0-3},raft] 50  rejected lease request repl=(n3,s3):2 seq=2 start=1777116473.835598945,0 type=LeaseExpiration exp=1777116479.861935123,0 pro=1777116473.861935123,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116473.835598945,0 type=LeaseExpiration exp=1777116479.861935123,0 pro=1777116473.861935123,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116473.835598945,0 type=LeaseExpiration exp=1777116479.861935123,0 pro=1777116473.861935123,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116473.835598945,0 type=LeaseExpiration exp=1777116479.861935123,0 pro=1777116473.861935123,0 acq=Request: ‹proposed under invalid lease›
I260425 11:27:54.179540 2746 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r62/2:/Table/{59-60}] 51  applied snapshot b268c20d from (n1,s1):1 at applied index 15 as write (total=33ms data=656 B excise=true ingestion=5@33ms)
I260425 11:27:54.847704 2866 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r63/2:/Table/6{0-1}] 52  applied snapshot ec18ca54 from (n1,s1):1 at applied index 15 as write (total=18ms data=656 B excise=true ingestion=5@17ms)
I260425 11:27:55.477695 2847 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r66/2:/Table/6{3-4}] 53  applied snapshot fb86fbd9 from (n1,s1):1 at applied index 15 as write (total=20ms data=678 B excise=true ingestion=5@19ms)
I260425 11:27:55.807393 2932 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r67/2:/Table/6{4-5}] 54  applied snapshot 9b7a370b from (n1,s1):1 at applied index 15 as write (total=30ms data=656 B excise=true ingestion=5@29ms)
I260425 11:27:56.317260 2872 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r47/3:/Table/4{3-4}] 55  applied snapshot b23aa342 from (n2,s2):2 at applied index 25 as write (total=36ms data=806 B excise=true ingestion=5@36ms)
I260425 11:27:56.520590 2912 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r68/2:/Table/6{5-6}] 56  applied snapshot a0dc43dc from (n1,s1):1 at applied index 16 as write (total=66ms data=656 B excise=true ingestion=5@66ms)
I260425 11:27:56.978437 988 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r41/2:/Table/3{7-8},raft] 57  rejected lease request repl=(n3,s3):2 seq=2 start=1777116476.837263215,0 type=LeaseExpiration exp=1777116482.866488989,0 pro=1777116476.866488989,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116476.837263215,0 type=LeaseExpiration exp=1777116482.866488989,0 pro=1777116476.866488989,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116476.837263215,0 type=LeaseExpiration exp=1777116482.866488989,0 pro=1777116476.866488989,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116476.837263215,0 type=LeaseExpiration exp=1777116482.866488989,0 pro=1777116476.866488989,0 acq=Request: ‹proposed under invalid lease›
I260425 11:27:57.549645 2968 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r70/2:/Table/6{7-8}] 58  applied snapshot 7718880c from (n1,s1):1 at applied index 16 as write (total=29ms data=656 B excise=true ingestion=5@29ms)
I260425 11:27:58.099406 3023 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r74/2:/Table/7{1-2}] 59  applied snapshot 4ea9bf53 from (n1,s1):1 at applied index 19 as write (total=18ms data=797 B excise=true ingestion=5@18ms)
I260425 11:27:58.388290 2507 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r75/2:/Table/7{2-3}] 60  applied snapshot fa724603 from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 11:27:58.932405 3006 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r69/2:/Table/6{6-7}] 61  applied snapshot a696283d from (n1,s1):1 at applied index 15 as write (total=17ms data=656 B excise=true ingestion=5@17ms)
I260425 11:27:59.310085 3049 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r78/2:/Table/7{5-6}] 62  applied snapshot cac25ac1 from (n1,s1):1 at applied index 15 as write (total=30ms data=656 B excise=true ingestion=5@27ms)
I260425 11:27:59.327347 3146 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r16/3:/Table/1{2-3}] 63  applied snapshot 27c568b8 from (n2,s2):2 at applied index 74 as write (total=35ms data=11 KiB excise=true ingestion=5@35ms)
I260425 11:28:00.146343 3206 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r80/2:/Table/7{7-8}] 64  applied snapshot ccd93147 from (n1,s1):1 at applied index 15 as write (total=29ms data=656 B excise=true ingestion=5@28ms)
I260425 11:28:00.473385 3198 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r83/2:/Table/{80-106}] 65  applied snapshot a4c3e8b7 from (n1,s1):1 at applied index 19 as write (total=31ms data=725 B excise=true ingestion=5@31ms)
I260425 11:28:01.293870 3317 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r59/3:/Table/5{6-7}] 66  applied snapshot 35e108a4 from (n2,s2):2 at applied index 25 as write (total=45ms data=806 B excise=true ingestion=5@44ms)
I260425 11:28:01.623735 3331 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r84/2:/{Table/106-Max}] 67  applied snapshot edbc34fa from (n1,s1):1 at applied index 49678 (total=101ms data=7.0 MiB excise=true ingestion=6@83ms)
I260425 11:28:02.309462 3382 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r22/3:/Table/1{8-9}] 68  applied snapshot d629913b from (n2,s2):2 at applied index 26 as write (total=29ms data=806 B excise=true ingestion=5@27ms)
I260425 11:28:02.348503 3402 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r24/3:/Table/2{0-1}] 69  applied snapshot 3f9ebe3d from (n1,s1):1 at applied index 21 as write (total=39ms data=764 B excise=true ingestion=5@39ms)
I260425 11:28:02.957278 3420 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r35/3:/{NamespaceTab…-Table/32}] 70  applied snapshot bb8b2b68 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:03.557549 3524 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r26/3:/Table/2{2-3}] 71  applied snapshot e4a5b705 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@31ms)
I260425 11:28:04.292474 3570 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r9/3:/Table/{4-5}] 72  applied snapshot c1b3baf6 from (n2,s2):2 at applied index 30 as write (total=35ms data=983 B excise=true ingestion=5@33ms)
I260425 11:28:04.427707 3573 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r36/3:/Table/3{2-3}] 73  applied snapshot f01a9d75 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@31ms)
I260425 11:28:04.774873 3666 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r27/3:/Table/2{3-4}] 74  applied snapshot 55046872 from (n1,s1):1 at applied index 24 as write (total=29ms data=994 B excise=true ingestion=5@28ms)
I260425 11:28:05.544283 3686 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r12/3:/Table/{7-8}] 75  applied snapshot df7a4fdb from (n1,s1):1 at applied index 28 as write (total=8ms data=873 B excise=true ingestion=5@7ms)
I260425 11:28:06.030223 1075 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r62/2:/Table/{59-60},raft] 76  rejected lease request repl=(n3,s3):2 seq=2 start=1777116485.838735992,0 type=LeaseExpiration exp=1777116491.864622205,0 pro=1777116485.864622205,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116485.838735992,0 type=LeaseExpiration exp=1777116491.864622205,0 pro=1777116485.864622205,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116485.838735992,0 type=LeaseExpiration exp=1777116491.864622205,0 pro=1777116485.864622205,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116485.838735992,0 type=LeaseExpiration exp=1777116491.864622205,0 pro=1777116485.864622205,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:07.271500 3830 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r2/3:/{Meta2-System/NodeL…}] 77  applied snapshot b5ad6df9 from (n1,s1):1 at applied index 485 as write (total=30ms data=14 KiB excise=true ingestion=5@27ms)
I260425 11:28:07.350480 3727 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r30/3:/Table/2{6-7}] 78  applied snapshot 4128e385 from (n2,s2):2 at applied index 25 as write (total=31ms data=805 B excise=true ingestion=5@31ms)
I260425 11:28:07.924469 3849 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r19/3:/Table/1{5-6}] 79  applied snapshot 97ec394b from (n1,s1):1 at applied index 76 as write (total=30ms data=6.4 KiB excise=true ingestion=5@30ms)
I260425 11:28:08.434260 1103 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r23/2:/Table/{19-20},raft] 80  rejected lease request repl=(n3,s3):2 seq=2 start=1777116487.840426400,0 type=LeaseLeader term=7 min-exp=1777116493.880282108,0 pro=1777116488.383668028,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116487.840426400,0 type=LeaseLeader term=7 min-exp=1777116493.880282108,0 pro=1777116488.383668028,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116487.840426400,0 type=LeaseLeader term=7 min-exp=1777116493.880282108,0 pro=1777116488.383668028,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116487.840426400,0 type=LeaseLeader term=7 min-exp=1777116493.880282108,0 pro=1777116488.383668028,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:08.910622 3971 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r21/3:/Table/1{7-8}] 81  applied snapshot 82403026 from (n1,s1):1 at applied index 21 as write (total=31ms data=764 B excise=true ingestion=5@31ms)
I260425 11:28:09.277372 3892 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r37/3:/Table/3{3-4}] 82  applied snapshot a2769493 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:09.986114 1037 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r83/2:/Table/{80-106},raft] 83  rejected lease request repl=(n3,s3):2 seq=2 start=1777116489.841044223,0 type=LeaseExpiration exp=1777116495.874419231,0 pro=1777116489.874419231,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116489.841044223,0 type=LeaseExpiration exp=1777116495.874419231,0 pro=1777116489.874419231,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116489.841044223,0 type=LeaseExpiration exp=1777116495.874419231,0 pro=1777116489.874419231,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116489.841044223,0 type=LeaseExpiration exp=1777116495.874419231,0 pro=1777116489.874419231,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:10.245467 4050 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r29/3:/Table/2{5-6}] 84  applied snapshot 1652e819 from (n1,s1):1 at applied index 22 as write (total=30ms data=764 B excise=true ingestion=5@30ms)
