I260425 12:04:01.363355 97 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 12:04:01
I260425 12:04:03.733946 2437 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r4/1:/System/{NodeLive…-tsd}] 15  streamed snapshot 4bbfcde1 at applied index 25 to (n2,s2):2LEARNER with 664 KiB in 0.01s @ 71 MiB/s: kvs=21 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.05s
I260425 12:04:04.201019 2388 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r4/1:/System/{NodeLive…-tsd}] 16  change replicas (add [(n2,s2):2] remove []): existing descriptor r4:/System/{NodeLivenessMax-tsd} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:04.260718 2388 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r4/1:/System/{NodeLive…-tsd}] 17  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:04.328007 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r5/1:/System{/tsd-‹tse›}] 18  adding voter n2,s2: [1*:19]
I260425 12:04:04.328149 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r5/1:/System{/tsd-‹tse›}] 19  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r5:/System{/tsd-‹tse›} [(n1,s1):1, next=2, gen=0]
I260425 12:04:04.398746 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r5/1:/System{/tsd-‹tse›}] 20  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:04.552932 2561 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r5/1:/System{/tsd-‹tse›}] 21  streamed snapshot 73317716 at applied index 21 to (n2,s2):2LEARNER with 1.4 MiB in 0.04s @ 34 MiB/s: kvs=13084 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.04s
I260425 12:04:05.069838 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r5/1:/System{/tsd-‹tse›}] 22  change replicas (add [(n2,s2):2] remove []): existing descriptor r5:/System{/tsd-‹tse›} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:05.128655 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r5/1:/System{/tsd-‹tse›}] 23  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:05.196763 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r3/1:/System/NodeLiveness{-Max}] 24  adding voter n3,s3: [1*:19]
I260425 12:04:05.196924 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r3/1:/System/NodeLiveness{-Max}] 25  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r3:/System/NodeLiveness{-Max} [(n1,s1):1, next=2, gen=0]
I260425 12:04:05.264513 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r3/1:/System/NodeLiveness{-Max}] 26  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:05.368802 2884 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r3/1:/System/NodeLiveness{-Max}] 27  streamed snapshot b2f4a0f3 at applied index 21 to (n3,s3):2LEARNER with 1.0 KiB in 0.00s @ 12 MiB/s: kvs=17 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.04s
I260425 12:04:05.599223 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r3/1:/System/NodeLiveness{-Max}] 28  change replicas (add [(n3,s3):2] remove []): existing descriptor r3:/System/NodeLiveness{-Max} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:05.711849 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r3/1:/System/NodeLiveness{-Max}] 29  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:05.781055 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r1/1:/M{in-eta2}] 30  adding voter n3,s3: [1*:13]
I260425 12:04:05.781218 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r1/1:/M{in-eta2}] 31  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r1:/M{in-eta2} [(n1,s1):1, next=2, gen=0]
I260425 12:04:05.852365 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r1/1:/M{in-eta2}] 32  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:05.970514 3011 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r1/1:/M{in-eta2}] 33  streamed snapshot f2f97c35 at applied index 15 to (n3,s3):2LEARNER with 641 B in 0.00s @ 7.7 MiB/s: kvs=12 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.04s
I260425 12:04:06.224318 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r1/1:/M{in-eta2}] 34  change replicas (add [(n3,s3):2] remove []): existing descriptor r1:/M{in-eta2} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:06.265644 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r1/1:/M{in-eta2}] 35  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:06.331828 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r6/1:/{System‹tse›-Table/0}] 36  adding voter n2,s2: [1*:14]
I260425 12:04:06.331993 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r6/1:/{System‹tse›-Table/0}] 37  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r6:/{System‹tse›-Table/0} [(n1,s1):1, next=2, gen=0]
I260425 12:04:06.402800 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r6/1:/{System‹tse›-Table/0}] 38  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:06.518949 2891 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r6/1:/{System‹tse›-Table/0}] 39  streamed snapshot 152ea9f1 at applied index 16 to (n2,s2):2LEARNER with 627 B in 0.00s @ 6.7 MiB/s: kvs=10 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.05s
I260425 12:04:06.768680 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r6/1:/{System‹tse›-Table/0}] 40  change replicas (add [(n2,s2):2] remove []): existing descriptor r6:/{System‹tse›-Table/0} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:06.823969 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r6/1:/{System‹tse›-Table/0}] 41  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:06.892131 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r9/1:/Table/{4-5}] 42  adding voter n2,s2: [1*:15]
I260425 12:04:06.892310 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r9/1:/Table/{4-5}] 43  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r9:/Table/{4-5} [(n1,s1):1, next=2, gen=0]
I260425 12:04:06.967011 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r9/1:/Table/{4-5}] 44  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:07.105857 3116 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r9/1:/Table/{4-5}] 45  streamed snapshot 20f62e7f at applied index 17 to (n2,s2):2LEARNER with 860 B in 0.00s @ 8.9 MiB/s: kvs=18 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.07s
I260425 12:04:07.367288 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r9/1:/Table/{4-5}] 46  change replicas (add [(n2,s2):2] remove []): existing descriptor r9:/Table/{4-5} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:07.438713 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r9/1:/Table/{4-5}] 47  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:07.512899 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r14/1:/Table/{9-11}] 48  adding voter n3,s3: [1*:13]
I260425 12:04:07.513293 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r14/1:/Table/{9-11}] 49  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r14:/Table/{9-11} [(n1,s1):1, next=2, gen=0]
I260425 12:04:07.587310 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r14/1:/Table/{9-11}] 50  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:07.736694 3198 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r14/1:/Table/{9-11}] 51  streamed snapshot 158c66f2 at applied index 15 to (n3,s3):2LEARNER with 606 B in 0.00s @ 5.4 MiB/s: kvs=10 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.08s
I260425 12:04:08.041764 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r14/1:/Table/{9-11}] 52  change replicas (add [(n3,s3):2] remove []): existing descriptor r14:/Table/{9-11} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:08.103602 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r14/1:/Table/{9-11}] 53  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:08.180634 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r11/1:/Table/{6-7}] 54  adding voter n3,s3: [1*:16]
I260425 12:04:08.180792 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r11/1:/Table/{6-7}] 55  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r11:/Table/{6-7} [(n1,s1):1, next=2, gen=0]
I260425 12:04:08.256389 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r11/1:/Table/{6-7}] 56  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:08.408446 3589 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r11/1:/Table/{6-7}] 57  streamed snapshot 352c6237 at applied index 18 to (n3,s3):2LEARNER with 840 B in 0.00s @ 8.7 MiB/s: kvs=13 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.08s
I260425 12:04:08.721570 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r11/1:/Table/{6-7}] 58  change replicas (add [(n3,s3):2] remove []): existing descriptor r11:/Table/{6-7} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:08.767201 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r11/1:/Table/{6-7}] 59  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:08.841532 860 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r2/1:/{Meta2-System/NodeL…}] 60  adding voter n2,s2: [1*:44]
I260425 12:04:08.841675 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r2/1:/{Meta2-System/NodeL…}] 61  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r2:/{Meta2-System/NodeLiveness} [(n1,s1):1, next=2, gen=0]
I260425 12:04:08.913358 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r2/1:/{Meta2-System/NodeL…}] 62  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:09.037672 3656 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r2/1:/{Meta2-System/NodeL…}] 63  streamed snapshot f1dfc232 at applied index 49 to (n2,s2):2LEARNER with 5.3 KiB in 0.00s @ 34 MiB/s: kvs=109 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.05s
I260425 12:04:09.313834 860 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r2/1:/{Meta2-System/NodeL…}] 64  change replicas (add [(n2,s2):2] remove []): existing descriptor r2:/{Meta2-System/NodeLiveness} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:09.356155 860 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r2/1:/{Meta2-System/NodeL…}] 65  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:09.428475 860 13@kv/kvserver/queue.go:1629 ⋮ [T1,Vsystem,n1,replicate] 66  purgatory is now empty
I260425 12:04:09.428602 3709 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r20/1:/Table/1{6-7}] 67  adding voter n3,s3: [1*:13]
I260425 12:04:09.428748 3709 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r20/1:/Table/1{6-7}] 68  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r20:/Table/1{6-7} [(n1,s1):1, next=2, gen=0]
I260425 12:04:09.510654 3709 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r20/1:/Table/1{6-7}] 69  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:09.657931 3943 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r20/1:/Table/1{6-7}] 70  streamed snapshot e7f9619c at applied index 15 to (n3,s3):2LEARNER with 606 B in 0.00s @ 5.7 MiB/s: kvs=10 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.08s
I260425 12:04:10.002011 3709 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r20/1:/Table/1{6-7}] 71  change replicas (add [(n3,s3):2] remove []): existing descriptor r20:/Table/1{6-7} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:10.057285 3709 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r20/1:/Table/1{6-7}] 72  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:10.126597 4067 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r12/1:/Table/{7-8}] 73  adding voter n2,s2: [1*:20]
I260425 12:04:10.126752 4067 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r12/1:/Table/{7-8}] 74  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r12:/Table/{7-8} [(n1,s1):1, next=2, gen=0]
I260425 12:04:10.210960 4067 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r12/1:/Table/{7-8}] 75  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:10.328189 4087 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r12/1:/Table/{7-8}] 76  streamed snapshot 4c42e755 at applied index 22 to (n2,s2):2LEARNER with 819 B in 0.00s @ 6.9 MiB/s: kvs=18 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.05s
I260425 12:04:10.617064 4067 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r12/1:/Table/{7-8}] 77  change replicas (add [(n2,s2):2] remove []): existing descriptor r12:/Table/{7-8} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:10.701154 4067 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r12/1:/Table/{7-8}] 78  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:10.767312 4771 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r15/1:/Table/1{1-2}] 79  adding voter n3,s3: [1*:230]
I260425 12:04:10.767465 4771 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r15/1:/Table/1{1-2}] 80  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r15:/Table/1{1-2} [(n1,s1):1, next=2, gen=0]
I260425 12:04:10.839052 4771 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r15/1:/Table/1{1-2}] 81  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
I260425 12:04:10.955257 4788 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r15/1:/Table/1{1-2}] 82  streamed snapshot c526fa6b at applied index 232 to (n3,s3):2LEARNER with 4.3 KiB in 0.00s @ 18 MiB/s: kvs=84 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.04s
I260425 12:04:11.244953 4771 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r15/1:/Table/1{1-2}] 83  change replicas (add [(n3,s3):2] remove []): existing descriptor r15:/Table/1{1-2} [(n1,s1):1, (n3,s3):2LEARNER, next=3, gen=1]
I260425 12:04:11.286186 4771 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r15/1:/Table/1{1-2}] 84  proposing SIMPLE(v2) [(n3,s3):2]: after=[(n1,s1):1 (n3,s3):2] next=3
I260425 12:04:11.356417 4765 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r7/1:/Table/{0-3}] 85  adding voter n2,s2: [1*:13]
I260425 12:04:11.356567 4765 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r7/1:/Table/{0-3}] 86  change replicas (add [(n2,s2):2LEARNER] remove []): existing descriptor r7:/Table/{0-3} [(n1,s1):1, next=2, gen=0]
I260425 12:04:11.428593 4765 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r7/1:/Table/{0-3}] 87  proposing SIMPLE(l2) [(n2,s2):2LEARNER]: after=[(n1,s1):1 (n2,s2):2LEARNER] next=3
I260425 12:04:11.618264 4837 13@kv/kvserver/store_snapshot.go:895 ⋮ [T1,Vsystem,n1,s1,r7/1:/Table/{0-3}] 88  streamed snapshot 6d1721fa at applied index 15 to (n2,s2):2LEARNER with 606 B in 0.00s @ 3.9 MiB/s: kvs=10 rangeKVs=0 sharedSSTs=0, externalSSTs=0, rate-limit: 32 MiB/s, queued: 0.11s
I260425 12:04:11.840120 2340 13@kv/kvserver/lease_queue.go:149 ⋮ [T1,Vsystem,n1,lease,s1,r16/1:/Table/1{2-3}] 89  transferring lease to n3,s3 usage=[batches/s=7.1 request_cpu/s=795µs raft_cpu/s=708µs write(keys)/s=30.4 write(bytes)/s=4.0 KiB read(keys)/s=0.2 read(bytes)/s=7 B], lease=[repl=(n1,s1):1 seq=1 start=0,0 type=LeaseLeader term=6 min-exp=1777118648.706442736,0 pro=1777118642.916667311,0 acq=Request type=LeaseLeader]
I260425 12:04:11.915233 2340 13@kv/kvserver/queue.go:1629 ⋮ [T1,Vsystem,n1,lease] 90  purgatory is now empty
I260425 12:04:11.986762 4765 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r7/1:/Table/{0-3}] 91  change replicas (add [(n2,s2):2] remove []): existing descriptor r7:/Table/{0-3} [(n1,s1):1, (n2,s2):2LEARNER, next=3, gen=1]
I260425 12:04:12.058532 4765 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r7/1:/Table/{0-3}] 92  proposing SIMPLE(v2) [(n2,s2):2]: after=[(n1,s1):1 (n2,s2):2] next=3
I260425 12:04:12.100810 4646 13@kv/kvserver/allocator/plan/replicate.go:421 ⋮ [T1,Vsystem,n1,replicate,s1,r13/1:/Table/{8-9}] 93  adding voter n3,s3: [1*:13]
I260425 12:04:12.100972 4646 13@kv/kvserver/replica_command.go:2528 ⋮ [T1,Vsystem,n1,replicate,s1,r13/1:/Table/{8-9}] 94  change replicas (add [(n3,s3):2LEARNER] remove []): existing descriptor r13:/Table/{8-9} [(n1,s1):1, next=2, gen=0]
I260425 12:04:12.174208 4646 13@kv/kvserver/replica_raft.go:429 ⋮ [T1,Vsystem,n1,s1,r13/1:/Table/{8-9}] 95  proposing SIMPLE(l2) [(n3,s3):2LEARNER]: after=[(n1,s1):1 (n3,s3):2LEARNER] next=3
